artist,comment,level,lr2_bmsid,md5,name_diff,title,url,url_diff,player,clear_player,theoretical_score,top_score,average_score,std_dev_score,optimized_p,bpi_scores
BMS:金ラメタキシード/MIDI:YNG-MK＆ヴァイス君 (7linear.SHOCK.C) / black train,,2,964,6bd6e5c6d60f5516bb068d0a2a7bd2eb,http://absolute.pv.land.to/,Romancing Sa･Ga3 ラストバトル RockArrange (虎のANOTHER),http://lucifer.pussycat.jp/,http://absolute.pv.land.to/,13563,1000,6350,6307,5980.184,117.3595,0.5,"[6301.5, 6289.05, 6276.53, 6264.45, 6253.31, 6243.54, 6235.53, 6229.58, 6225.92]"
er obj.XYZ,BOB2015→http://www.geocities.jp/yjsnpi_kitanai_kusai_unko/BOB2015/BOB2015_k_3_1_1.html,19,209488,6c644aaed98dc9db307d96c7196dbb8d,http://xyzzz.net/objxyz.php,N - flat waves -,http://dl.dropboxusercontent.com/u/28765267/er_N.zip,http://xyzzz.net/objxyz.php,1758,983,4570,4525,3851.179,207.966,0.5,"[4516.17, 4498.74, 4480.71, 4462.95, 4446.3, 4431.53, 4419.3, 4410.16, 4404.52]"
ATEMAK/さ,http://leucine.web.fc2.com/本体はここにもありますので．,22,126686,6cab005fa74faf889a7573c5ba51e4d0,http://sabosabun.tank.jp/,ロッカー -Ex-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=78&event=64,http://sabosabun.tank.jp/,2626,931,7360,7332,6688.9474,257.9845,0.5,"[7318.56, 7301.22, 7282.61, 7263.79, 7245.79, 7229.58, 7216.02, 7205.81, 7199.47]"
paraoka / Kz,BGAは以下http://web.archive.org/web/20030201160328/http://homepage1.nifty.com/paraoka/bms/l9.html原曲を http://mok2lnbms.6.ql.bz/nijihaifu.html で二次配布中,15,131867,6cacf6e30a4d2542ffd74a64c9e7ff63,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,L9 -落とし穴 final edition-,http://homepage1.nifty.com/paraoka/,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,4297,991,3534,3442,3005.6942,139.8569,0.5280821073801395,"[3461.37, 3449.09, 3437.06, 3425.63, 3415.13, 3405.88, 3398.17, 3392.29, 3388.48]"
daiji+lobsak remix aki,同梱譜面,10,1665,6d166aa5fe3f6c1ae6c172499acc23e8,,Flowers (802 edit),http://sound.jp/lobsak/,,8056,1000,4356,4331,3973.935,108.5203,0.5,"[4320.0, 4306.53, 4292.32, 4278.11, 4264.65, 4252.6, 4242.57, 4235.05, 4230.38]"
Squar / 差分 赤い人,差分 右クリックで保存赤い人難易度表 http://akred.web.fc2.com/ak-red.html,1,156971,6d5b9c4409daada59c8968f9129cb789,http://akred.web.fc2.com/bmsfile/Elina-HARD.bms,Elina (feat. Reislaufer) [HARD],http://k-bms.com/party_pabat/party.jsp?board_num=1&num=62,http://akred.web.fc2.com/bmsfile/Elina-HARD.bms,9105,1000,3264,3239,3076.04,52.2828,0.5,"[3231.42, 3222.29, 3213.01, 3203.99, 3195.62, 3188.25, 3182.18, 3177.67, 3174.89]"
G.G obj:mattun,差分IA http://web.archive.org/web/20070109011551/http://page.freett.com/mattun1130/zodiac-EX-.zip,11,1764,6d7eb2859755cc31f5295296e36e024c,http://achusi.fc2web.com/bms11.html,zodiac -Extra-,http://skydrive.live.com/?cid=fc95a680740ca8c9&id=FC95A680740CA8C9%21111,http://achusi.fc2web.com/bms11.html,7698,1000,5200,5191,4883.787,118.6598,0.5,"[5182.38, 5170.37, 5156.33, 5141.24, 5126.2, 5112.23, 5100.3, 5091.17, 5085.45]"
Music:しらいし/ 差分　赤い人,差分 右クリックで保存赤い人難易度表 http://akred.web.fc2.com/ak-red.html,21,129902,6dacc90521213fc1c7d5de2112ae1f1e,http://akred.web.fc2.com/bmsfile/Moon-gate_DELAYMASTER.bms,Moon-gate [DELAYMASTER],http://www1.axfc.net/uploader/Li/so/128884,http://akred.web.fc2.com/bmsfile/Moon-gate_DELAYMASTER.bms,3313,970,5256,5079,4486.9598,176.8754,0.5,"[5155.34, 5142.31, 5129.98, 5118.63, 5108.54, 5099.94, 5093.04, 5088.0, 5084.93]"
sasakure.UK / air,,9,131844,6dc3b133f3dd786ecc9c2cfcc9f97a5f,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,Pangaea [air mix],http://web.archive.org/web/20070727154611/http://sasakure.bms.ms/framemusic.htm,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,6371,997,5330,5251,4884.7382,132.618,0.5,"[5262.94, 5250.91, 5239.24, 5228.29, 5218.39, 5209.86, 5202.95, 5197.86, 5194.75]"
P*Light あ,GENOSIDE段位認定 発狂七段 1曲目,17,120625,6de6909c19156221d729b5e965c5cc2a,http://drowsy.hannnari.com/index.html,Poppin' Shower -sugarless-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=239&event=74,http://drowsy.hannnari.com/index.html,7427,992,4290,4262,3946.1431,99.2484,0.5,"[4252.09, 4239.42, 4226.25, 4213.24, 4201.02, 4190.15, 4181.15, 4174.41, 4170.25]"
mommy / obj:あーさん,,6,69365,6f100b3d018d06249af4b44768ff8a44,http://drowsy.hannnari.com/index.html,More Selfish -fickle-,http://mommy16807.seesaa.net/article/148541992.html,http://drowsy.hannnari.com/index.html,8946,1000,4132,4110,3880.931,78.4455,0.5,"[4100.6, 4089.64, 4078.19, 4066.82, 4056.1, 4046.55, 4038.62, 4032.68, 4029.01]"
Yusuke Takeuchi /+-,"本体URL:楽曲リンクおよびHQリンク、どちらも7-zipにて解凍が正常終了するのを確認。解凍後、（圧縮ファイルそのものを表すと思われる）変なファイルが含まれるので、中身確認を推奨
（本体URLよりも新しい版のArchiveのものだと正常終了しない）",7,1416,6f31b8a4c7bfea296a279cc7f7839e58,http://nekokan.dyndns.info/~lobsak/hokan/hokan1.html,Vlll -Lachesis- [Another],http://web.archive.org/web/20060621033630/http://www.commonsense.nu/songs/Vlll_lachesisHQ.rar,http://nekokan.dyndns.info/~lobsak/hokan/hokan1.html,7256,1000,3990,3975,3721.322,92.8557,0.5,"[3965.24, 3953.74, 3941.2, 3928.36, 3915.97, 3904.74, 3895.31, 3888.19, 3883.75]"
daisan / zue-row obj. DK,汎用4245.lzh,3,185373,6f4d00fd3c20579595a6f9368b4b1fa5,http://absolute.pv.land.to/uploader/src/up4245.lzh,雪解け色フラワーズ [Defrost],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=70&event=93,http://absolute.pv.land.to/uploader/src/up4245.lzh,8075,1000,3072,3056,2944.889,45.3669,0.5,"[3049.06, 3041.44, 3033.53, 3025.72, 3018.38, 3011.86, 3006.46, 3002.42, 2999.93]"
やっす～ / obj:black train,,6,459,6f5191238a207f05643a84d50adcc030,http://absolute.pv.land.to/Anotherbms.html,before... [7key/AFOTHER],http://sound.jp/brilliantharmony/,http://absolute.pv.land.to/Anotherbms.html,9493,1000,4306,4291,4040.542,97.8561,0.5,"[4281.29, 4269.86, 4257.39, 4244.64, 4232.34, 4221.2, 4211.84, 4204.77, 4200.37]"
DJ TAKUAN 及び 佐倉アヤキ remixed by uet BGI:いかお / obj:BAECON,同梱譜面,19,192325,7016b1dea6ac08bc60783d23d4f099a4,,"織姫(Independent from God, Everlasting love remix) [VEGA]",http://cerebralmuddystream.nekokan.dyndns.info/betoo/?mode=datail&no=192,,3166,994,5242,5219,4802.4497,174.7898,0.5,"[5207.06, 5192.63, 5177.16, 5161.54, 5146.62, 5133.19, 5121.96, 5113.51, 5108.26]"
oxygen / obj:あーさん,,11,76001,705005073f72ab83726b19b946905f95,http://drowsy.hannnari.com/index.html,Wind -whirlpool-,http://zatsuzatsu.blog.shinobi.jp/Entry/43/,http://drowsy.hannnari.com/index.html,4791,987,3912,3871,3537.9605,109.9662,0.5,"[3864.65, 3852.01, 3839.24, 3826.9, 3815.47, 3805.44, 3797.2, 3791.08, 3787.31]"
Awesomeman / obj:あーさん,,4,65639,70f45b780cecfe58b725437eda743d47,http://drowsy.hannnari.com/toy.html,Here we go！ (TM edit),http://tm2.toymusical.net/download.html,http://drowsy.hannnari.com/toy.html,12062,998,2330,2310,2083.6192,68.0607,0.5,"[2300.51, 2289.58, 2278.07, 2266.57, 2255.68, 2245.95, 2237.85, 2231.77, 2228.0]"
上杉うた feat.ARU＆MIKU / obj:霜深,所属チーム「うたリターンズ！」本体ミラー  https://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105#cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21143,3,67887,71631faaa241af7503fea6ae95c96837,http://skydrive.live.com/?cid=B15AE20BF21EAB5A&id=B15AE20BF21EAB5A!123&sc=documents,You're My Shining Star [PLANET],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=36&event=60,http://skydrive.live.com/?cid=B15AE20BF21EAB5A&id=B15AE20BF21EAB5A!123&sc=documents,10653,1000,3454,3452,3242.741,76.3947,0.5,"[3450.54, 3443.55, 3432.91, 3419.59, 3404.93, 3390.4, 3377.4, 3367.16, 3360.63]"
narve / remix:helix / obj:arufis,,12,1775,71bb57cacd7900f7f990a63af3212d9e,http://bms.nothing.sh/player/arufis,迦具土 -REVENGER EX-,http://p.tl/RgW9,http://bms.nothing.sh/player/arufis,5464,978,4260,4208,3844.3067,121.4746,0.5,"[4205.73, 4192.88, 4180.08, 4167.81, 4156.55, 4146.73, 4138.69, 4132.73, 4129.07]"
Iriss-Frantzz obj support : Cymby,"BOF,G2R系全般 up0800",20,206465,7241b09fbbc77e0e515aa65f245f95ab,http://absolute.pv.land.to/bmsuploader.html,Blacksphere [Black Hole],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=268&event=96,http://absolute.pv.land.to/bof/src/up0800.zip,3738,984,4800,4700,4074.6972,185.17,0.5,"[4721.36, 4706.05, 4691.08, 4676.96, 4664.15, 4653.07, 4644.06, 4637.42, 4633.35]"
LiA,同梱譜面イベント会場http://seapulse.net/event/bmsippai2015/,17,224391,727e7bb8906a76963114e9fa0b7521e5,,絶対チェックメイト領域 -LiALIZE-,http://www.dropbox.com/s/8vza20djrf4eaoe/%5BLiA%5DCHECKMATE-ogg.rar?dl=1,,2850,985,4386,4372,4001.1137,128.3557,0.5,"[4360.98, 4347.46, 4332.31, 4316.51, 4301.08, 4286.96, 4275.02, 4265.95, 4260.3]"
Ym1024 feat. lamie*/さ Movie : highluin,,2,143808,728c45910c9d38dbe9986c56817c9dc1,http://sabosabun.tank.jp/,Everblue [7key Sabother],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=310&event=83,http://sabosabun.tank.jp/,10725,1000,3740,3740,3630.777,54.0762,0.5,"[3739.95, 3738.18, 3732.92, 3724.29, 3713.33, 3701.47, 3690.27, 3681.14, 3675.19]"
削除 feat. void / 浪漫映像制作倶楽部 / obj : xi,同梱譜面GENOSIDE段位認定 発狂二段 4曲目,6,135842,7300591ce85f888fbefe6984dc4938c3,,Black Lair [INSANE],http://sakuzyo.net/sakuzyo_black_lair_ogg.zip,,13163,997,4198,4175,3955.4925,78.6862,0.5,"[4165.89, 4155.18, 4144.05, 4133.05, 4122.72, 4113.54, 4105.93, 4100.24, 4096.72]"
sa10/さ,GENOSIDE段位認定 発狂九段 3曲目,20,87404,732abafcb87ac588b64a9be39c6deb5c,http://sabosabun.tank.jp/,banana man [HIMUTHER],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=180&event=65,http://sabosabun.tank.jp/,5648,931,5498,5214,4603.0183,170.9194,0.5,"[5375.32, 5363.91, 5353.3, 5343.69, 5335.25, 5328.14, 5322.47, 5318.35, 5315.84]"
44teru-k obj:42,,3,77837,73a1c3d6d0b80d0ea035077f83cf9618,http://obj42.web.fc2.com/,死腐乃美「彼岸花」第二～空虚偽心～赤紅 [Lycoris],http://skydrive.live.com/?cid=26D9698EC1CEC044&id=26D9698EC1CEC044%21271#cid=26D9698EC1CEC044&id=26D9698EC1CEC044%21212,http://obj42.web.fc2.com/,8755,997,2800,2794,2641.7753,54.8654,0.5,"[2789.03, 2780.72, 2770.79, 2759.97, 2749.07, 2738.88, 2730.13, 2723.42, 2719.21]"
remixed by which's slave gmtn / H.R,汎用up1116,14,72011,73aecc2131974a2042895818a0204c1e,http://absolute.pv.land.to/bmsuploader.html,幸せなマリアへ -ベアトランスMix-_SPanother_ex,http://gmtn.sub.jp/,http://absolute.pv.land.to/uploader/src/up1116.zip,5100,991,4602,4554,4103.6307,125.2187,0.5,"[4548.75, 4534.33, 4519.74, 4505.61, 4492.52, 4481.02, 4471.57, 4464.54, 4460.21]"
q/stol / obj_jakko,obj_jakko差分一覧 http://joka193.blog.fc2.com/blog-category-0.html,4,181799,73e45d6f82b6d69bad566cdddca277cf,http://www.dropbox.com/s/tflr4swvxfzvnzq/gin_tonic_flavor_aspE.lzh,GIN TONIC FLAVOR [aspER7],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=203&event=88,http://www.dropbox.com/s/tflr4swvxfzvnzq/gin_tonic_flavor_aspE.lzh,7447,998,3712,3696,3431.9609,84.7822,0.5,"[3685.98, 3674.25, 3661.51, 3648.51, 3636.0, 3624.69, 3615.2, 3608.03, 3603.58]"
RYO-K / obj:fepria,汎用up4999 / 音ズレ修正版,18,202747,7407cb35f4c26b588afa27263e08ab4c,http://absolute.pv.land.to/uploader/src/up4999.rar,遠い春を告げるあの娘の足音 [feather],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=17&event=92,http://absolute.pv.land.to/uploader/src/up4999.rar,2747,979,6000,5965,5671.0797,122.1184,0.5,"[5957.25, 5945.19, 5932.94, 5921.03, 5909.97, 5900.23, 5892.22, 5886.25, 5882.57]"
kurena,度 こ,19,1830,7425d0438386e37b36ebede78937ddf6,,ピアノ観賞曲欠番「神姫」 (KF),http://kurenaissance.web6.jp/,,3478,941,3448,3307,2674.7067,200.5764,0.5,"[3356.26, 3341.92, 3328.16, 3315.36, 3303.88, 3294.03, 3286.09, 3280.26, 3276.7]"
SHIKI / black train,発狂BMS段位認定 十段1曲目,20,545,751738dea1169c5c39db935adfc9e85f,http://absolute.pv.land.to/,Air -GOD-,http://www.geocities.jp/bmsetc/,http://absolute.pv.land.to/,10370,998,6828,6810,6446.9008,153.5782,0.5,"[6798.56, 6785.0, 6770.23, 6755.12, 6740.56, 6727.37, 6716.29, 6707.92, 6702.72]"
-45,差分：汎用up1350.zip,19,79462,75403397d59c78d161429749143aa1f1,http://absolute.pv.land.to/bmsuploader.html,EXILE [EX],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=184&event=65,http://absolute.pv.land.to/uploader/src/up1350.zip,5174,998,6774,6767,6302.982,192.408,0.5,"[6758.43, 6744.78, 6727.92, 6709.18, 6690.06, 6672.02, 6656.42, 6644.41, 6636.84]"
Grand thaw,GENOSIDE段位認定 発狂七段 3曲目,18,131873,755c4087937b7223c31cd17cedfce788,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,AutumnBreeze for Expert,http://www5f.biglobe.ne.jp/~careless/,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,5605,987,3680,3542,3079.0689,138.7494,0.5,"[3591.32, 3579.25, 3567.79, 3557.22, 3547.79, 3539.75, 3533.29, 3528.56, 3525.68]"
Chino obj.screw,1to24PBPページhttp://www6.atpages.jp/japancoolfuku/1to24/,1,208408,758dcee38a5931b3fb0d0a61feddb324,http://www1.axfc.net/u/3454552,Espresso Shots [convert],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=39&event=96,http://www1.axfc.net/u/3454552,10310,999,3254,3237,3071.5085,61.3823,0.5,"[3228.66, 3219.28, 3209.39, 3199.52, 3190.18, 3181.82, 3174.87, 3169.65, 3166.42]"
鳩 / obj:A-zert,http://sunaneko.iptime.org/BMS_Library/Alastor%20%5bDarkBreaks%5d.rar,23,17740,75c5c9c650c21efedf28cceee1d1a286,http://www.geocities.jp/azerty1s/,Alastor [full density],http://cid-ce1dd07774d515b4.skydrive.live.com/browse.aspx/.Public?lc=1041,http://www.geocities.jp/azerty1s/,2553,830,8270,8120,7028.6904,406.4673,0.5,"[8171.48, 8152.68, 8134.32, 8117.03, 8101.36, 8087.81, 8076.81, 8068.7, 8063.74]"
narve BGA:tes (obj.mp),,3,48,76258c845d93987cdf7ba48f204271d6,http://ibizatrance.nomaki.jp/index.html,the sorrow of the islands (7keys:maniac),http://web.archive.org/web/20050218225015/http://pureweb.jp/~nav/music/islands.html,http://ibizatrance.nomaki.jp/index.html,11484,998,3774,3766,3532.8858,77.7261,0.5461742448501834,"[3759.46, 3749.95, 3738.64, 3726.18, 3713.34, 3700.92, 3689.75, 3680.63, 3674.35]"
TetraElemental obj:Fender,http://absolute.pv.land.to/uploader/upload.html汎用up4077.rar,10,180495,7654f5b9a8b74de4fff9969a2e3b5331,http://fenderbms.web.fc2.com/,Ultimate Weapon [F],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=11&event=91,http://fenderbms.web.fc2.com/,5736,1000,4444,4422,4164.171,101.0862,0.5,"[4412.11, 4400.5, 4388.3, 4376.14, 4364.64, 4354.37, 4345.82, 4339.42, 4335.45]"
SHIKI/fity,up0312発狂BMS段位認定 六段1曲目,14,8323,7682f710c79e4c13fa7daf1a723cb19e,http://absolute.pv.land.to/bmsuploader.html,Xecus [Extream],http://cid-ec29adccad727122.office.live.com/self.aspx/%E5%85%AC%E9%96%8B/SHIKI/%5BBMS%5D%5BBGA%20BATTLE%5D%5BSHIKI%20%5EM%20fity%5D%5BTrance%20core%5D%5BXecus%5D.7z,http://absolute.pv.land.to/uploader/src/up0312.zip,8825,1000,4588,4583,4385.774,86.0224,0.5,"[4578.24, 4569.22, 4557.96, 4545.35, 4532.42, 4520.19, 4509.58, 4501.4, 4496.25]"
tarolabo,,17,131852,76eb97720c7f088c2155af00064ac9cf,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,パネルでポン/フレアのテーマ [皿],http://skydrive.live.com/?cid=fc95a680740ca8c9&id=FC95A680740CA8C9!111,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,4285,938,2644,2540,2137.8699,118.316,0.5,"[2566.92, 2554.98, 2543.53, 2532.89, 2523.35, 2515.17, 2508.57, 2503.73, 2500.77]"
メアリー/差分 赤い人,差分 右クリックで保存赤い人難易度表 http://akred.web.fc2.com/ak-red.html修正前http://www.dream-pro.info/~lavalse/LR2IR/search.cgi?mode=ranking&bmsid=151869,21,179945,777a5ba64247c1cceb02555eb268164d,http://akred.web.fc2.com/bmsfile/ArtificialRose-INFERNOf.bms,Artificial Rose [INFERNO],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=363&event=83,http://akred.web.fc2.com/bmsfile/ArtificialRose-INFERNOf.bms,2721,991,6562,6493,5970.8607,194.1444,0.5,"[6497.08, 6482.25, 6467.52, 6453.45, 6440.56, 6429.33, 6420.16, 6413.37, 6409.2]"
kireji obj＋BGA：MiSTY,,2,93379,779739a642b2c804a0d8c4844b18e1b3,http://www1.axfc.net/uploader/Sc/so/208605,DANJIRI - Spanking Mix - [Hyper],http://www7a.biglobe.ne.jp/~kireji/,http://www1.axfc.net/uploader/Sc/so/208605,10856,999,2758,2750,2589.8398,55.3886,0.5,"[2743.74, 2734.87, 2724.67, 2713.85, 2703.14, 2693.26, 2684.85, 2678.43, 2674.42]"
悠然 / bunta obj.Monsta,TOTAL:470 Gauge:0.234%/Note,19,165494,77b45d176466eeae4048f6ed29719a49,http://3228monsta.web.fc2.com/,桜花撩乱 [Monsther+],http://creation-records.info/bms.htm,http://3228monsta.web.fc2.com/,1977,963,4014,3995,3592.1007,137.2665,0.5,"[3983.08, 3968.89, 3953.42, 3937.61, 3922.37, 3908.58, 3896.99, 3888.24, 3882.8]"
NEKI←T + Est / yuyuko,http://web.archive.org/web/20080227014728/http://bof.nothing.sh/bof2005/de_nekiest_shanghai.zip本体 web arciveで直リンクにつき注意,14,1259,77d524e329aec47f2e17aff8517671af,http://www.geocities.jp/minomusiwokokoronisoete/,上海紅茶館 (LUNATIC),http://estish.nobody.jp/index1.html,http://www.geocities.jp/minomusiwokokoronisoete/,8473,995,3766,3675,3242.8653,128.3712,0.5046381033154301,"[3693.27, 3680.56, 3668.22, 3656.63, 3646.14, 3637.07, 3629.69, 3624.22, 3620.84]"
white crystal / black train,,5,131859,78459a4cb7bcbece4722c835621e1bdf,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,sensitive (AFOTHER),http://web.archive.org/web/20070218160503/http://sazanka.sakura.ne.jp/~2tdm/bms.htm,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,7947,999,4420,4403,4189.9049,83.1994,0.5082763591632163,"[4393.88, 4383.42, 4372.23, 4360.89, 4350.02, 4340.18, 4331.88, 4325.56, 4321.57]"
moma / 29,,4,341,7850a7c5a36681106e68e1cd0603af21,http://nick.xxxxxxxx.jp/,Eclisse [29Another],http://skydrive.live.com/?cid=FC95A680740CA8C9#cid=FC95A680740CA8C9&id=FC95A680740CA8C9%21111,http://nick.xxxxxxxx.jp/,10559,1000,4548,4529,4300.171,74.8643,0.5,"[4519.43, 4508.44, 4496.79, 4485.12, 4474.03, 4464.09, 4455.81, 4449.59, 4445.73]"
uma obj:Fender vs ELIGOS,差分企画サイトhttp://www6.atpages.jp/japancoolfuku/1to24/objlist,13,208422,7914f4ececa1ca873ad20a2f26ae258d,http://www.dropbox.com/s/1kskv1w498ojnti/_angelwingfeli_1to24bms_FendervsELIGOS_go.bme?dl=1,Angel Wing [FELITHER],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=123&event=96,http://www.dropbox.com/s/1kskv1w498ojnti/_angelwingfeli_1to24bms_FendervsELIGOS_go.bme?dl=1,3666,1000,4000,3999,3738.757,118.7975,0.5140653096066238,"[3998.91, 3993.77, 3983.82, 3969.76, 3953.06, 3935.58, 3919.25, 3905.87, 3896.96]"
wigen / mov : Lepusnette obj by sound piercer,[ SP-RX 発狂 FULL SITE ]http://blog.naver.com/ewoonkeist/50172597291,4,133910,7922a11129861d4eb6aa9b95565e8145,http://sdrv.ms/YZoB8s,linear umbra [SP-RX INSANE],http://neoarre.aquz.biz/510,http://sdrv.ms/YZoB8s,6676,1000,2686,2683,2549.201,49.4011,0.5,"[2680.87, 2674.27, 2665.34, 2654.85, 2643.76, 2633.04, 2623.62, 2616.28, 2611.63]"
上杉うた,up0181.rar原曲：旧地獄街道を行く(東方地霊殿),13,1065,79589b49a3d2efcc88b8e987f2ecda96,http://absolute.pv.land.to/bmsuploader.html,旧地獄街道を行く ～反逆のパルスィ～ [妬まスィ],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=24&event=54,http://absolute.pv.land.to/uploader/src/up0181.zip,6408,1000,5804,5790,5436.763,134.5686,0.5,"[5779.17, 5765.92, 5751.11, 5735.7, 5720.65, 5706.91, 5695.28, 5686.46, 5680.96]"
eir / orig: Soushi Mizutani / air,"★6保管所
https://onedrive.live.com/?cid=9AC3672A96D56EDC&id=9ac3672a96d56edc!2367",6,1682,799baceaff9186227b4e8a8121d14eb0,,eve solstice mix -kuso-,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105#cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21143,https://dl.dropboxusercontent.com/s/g3ig60n2oi3nc9g/airsabun.zip,8111,1000,3632,3607,3299.523,94.2701,0.5,"[3596.69, 3584.12, 3570.95, 3557.85, 3545.48, 3534.45, 3525.29, 3518.42, 3514.16]"
ねこみみ魔法使い / obj: black train,,4,465,79c79e34e9a95e37521011058b7ec167,http://absolute.pv.land.to/,★LittlE HearTs★ (虎の穴),http://nekomimi.name/,http://absolute.pv.land.to/,17650,998,4000,3998,3836.6393,53.4529,0.5,"[3996.82, 3990.62, 3981.27, 3969.62, 3956.83, 3944.18, 3932.88, 3923.98, 3918.3]"
plastic feat.サキト / yuyuko,GENOSIDE段位認定 発狂九段 2曲目,20,1125,79dc444b48299814462ff23a2bf3ab79,http://www.geocities.jp/minomusiwokokoronisoete/,ひつぎとふたご [7KEY/LUNATIC],http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,http://www.geocities.jp/minomusiwokokoronisoete/,8573,966,5600,5417,4740.1284,192.5733,0.5,"[5496.9, 5482.95, 5469.7, 5457.47, 5446.58, 5437.3, 5429.83, 5424.37, 5421.04]"
Yu^ta w. Satoguchi Yu / obj:Azel,同梱譜面,7,167992,79e79237a4aabd8d47d44ab85af98fb2,,Neural Network [Append],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=318&event=88,,5454,1000,4548,4519,4208.356,104.0127,0.6832071519044912,"[4512.47, 4503.12, 4492.99, 4482.3, 4471.31, 4460.35, 4449.81, 4440.19, 4432.22]"
Lipschitz,同梱譜面,21,168659,7a8b1a11f82d2d97b45f794812369610,,exists Uniquely [GOD],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=36&event=88,,2335,991,7552,7492,6720.5449,286.6783,0.5,"[7488.91, 7470.8, 7452.35, 7434.38, 7417.68, 7402.96, 7390.83, 7381.8, 7376.23]"
チャチャ/ zun /まっつん,https://web.archive.org/web/20121005132237/http://page.freett.com/kizokusansan/last_ir4.rar,23,1067,7aa9437164b505cd4260955c4ce0624f,http://achusi.fc2web.com/nazoir.html,亡き皇女の為のセプテット -IR-,http://www.geocities.jp/chacha_yhk1219/,http://achusi.fc2web.com/nazoir.html,3111,784,5496,5259,4613.3699,198.6304,0.5,"[5381.61, 5369.05, 5357.26, 5346.51, 5337.01, 5328.96, 5322.52, 5317.83, 5314.98]"
TetraElemental obj:BAECON vs Fender,差分 右クリックで保存BAECON差分難易度表 http://akred.web.fc2.com/baecon.htmlBMSミラーhttp://www1.axfc.net/u/3707137.zipTOTAL:675 Gauge:0.225%/Note,22,208128,7ae4a901d2c8f438bb1673ad4cadc576,http://akred.web.fc2.com/baecon/_BBetaFFai.bms,Ultimate Weapon [βφ],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=11&event=91,http://akred.web.fc2.com/baecon/_BBetaFFai.bms,1619,909,6000,5894,5093.6095,316.2511,0.5,"[5917.46, 5900.3, 5883.42, 5867.42, 5852.85, 5840.21, 5829.91, 5822.31, 5817.65]"
NS-Factory obj:LAPIS,"BOF,G2R系 up0997.rarTOTAL:400 Gauge:0.215%/Note",5,221838,7aee705ad2b6e16eb7d50d29dca5acb2,http://lapisbms.web.fc2.com/,MASAMUNE [三日月],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=392&event=104,http://lapisbms.web.fc2.com/,4419,999,3720,3697,3511.9389,78.9046,0.5,"[3688.6, 3678.77, 3668.65, 3658.71, 3649.42, 3641.19, 3634.39, 3629.31, 3626.18]"
syatten + 140 : obj:JEYSON,差分は「差分のみ」フォルダ内のevangelize.rar,12,28,7b00be2a087de2c29f5527fc439ac157,http://cid-ce1dd07774d515b4.skydrive.live.com/,Evangelize (Radio Edit) (SP ミラクル),http://www.planetoid.biz/,http://cid-ce1dd07774d515b4.skydrive.live.com/,8422,1000,4724,4722,4465.148,102.8865,0.5334109805331338,"[4720.62, 4713.73, 4703.01, 4689.22, 4673.58, 4657.5, 4642.51, 4630.06, 4621.52]"
照堕 remix by keyc,up1192,13,72486,7ba29309c4f790cfc65a12ed1eff3458,http://absolute.pv.land.to/bmsuploader.html,BLACKOUT -Side Story- [ANOTHER+],http://www001.upp.so-net.ne.jp/keyc/,http://absolute.pv.land.to/uploader/src/up1192.zip,5775,999,4696,4681,4336.1131,129.3128,0.5,"[4670.08, 4656.91, 4642.32, 4627.23, 4612.56, 4599.2, 4587.92, 4579.38, 4574.06]"
