artist,comment,level,lr2_bmsid,md5,name_diff,title,url,url_diff,player,clear_player,theoretical_score,top_score,average_score,std_dev_score,optimized_p,bpi_scores
Ninja Action Team / 29,,16,1794,0077fe17f69a9db8922c16ac00df960f,http://nick.xxxxxxxx.jp/,Born [29Another],http://ninjaactionteam.sakura.ne.jp/,http://nick.xxxxxxxx.jp/,5338,954,3764,3679,3358.3564,94.6265,0.5224767275705315,"[3695.77, 3685.18, 3674.9, 3665.22, 3656.39, 3648.68, 3642.31, 3637.49, 3634.41]"
Judah BGA:Lucifer obj:1/8,汎用 up5932,11,217867,00b4a7cacb64ccd3b6e377699c914075,http://absolute.pv.land.to/uploader/src/up5932.rar,F13 [END],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=52&event=96,http://absolute.pv.land.to/uploader/src/up5932.rar,4097,1000,4174,4145,3882.07,96.1596,0.5,"[4136.17, 4124.59, 4112.71, 4101.08, 4090.21, 4080.6, 4072.66, 4066.74, 4063.08]"
ねこみりん feat.小宮真央×みゆ×えみゅう。 Movie:kkkfff2 / Illust:永山ゆうのん,,18,199242,00b7d72f7ecd3d4f0af4ebdc0ee69f61,http://absolute.pv.land.to/bof/src/up0674.zip,オトゲラヴ！ -発狂END-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=201&event=96,http://absolute.pv.land.to/bof/src/up0674.zip,3535,965,5100,5017,4493.1782,148.3306,0.5,"[5029.04, 5014.6, 5000.43, 4987.01, 4974.81, 4964.23, 4955.63, 4949.27, 4945.38]"
xi,up0856,7,59115,00d6368de4e80cdaf004612699ee03df,http://absolute.pv.land.to/bmsuploader.html,.357 Magnum (EXTREME),http://manbow.nothing.sh/event/event.cgi?action=More_def&num=12&event=61,http://absolute.pv.land.to/uploader/src/up0856.zip,9230,989,4510,4507,4277.8817,84.4531,0.5108950799764382,"[4504.2, 4496.04, 4484.67, 4471.04, 4456.36, 4441.94, 4429.04, 4418.79, 4412.12]"
Rabbit Bat obj:umes,所属チーム「XBOXLuzeriArcade」up0466,5,40393,00f1ab5a4e5af6ea457bb2435eb5a01f,http://absolute.pv.land.to/bmsuploader.html,rainy beauty [ANOTER+],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=159&event=60,http://absolute.pv.land.to/uploader/src/up0466.zip,10350,999,3868,3859,3610.2733,86.5026,0.5,"[3851.02, 3840.05, 3827.34, 3813.8, 3800.35, 3787.91, 3777.3, 3769.21, 3764.14]"
激辛マニア,所属チーム「発狂マニア」,5,39655,0101e50118aec35ba9a1ba9bb50a40d9,,Auston (7another),http://skydrive.live.com/?cid=B95CFF3A8A971013&id=B95CFF3A8A971013!764,,10897,1000,3832,3824,3650.609,60.2097,0.5,"[3817.53, 3808.33, 3797.7, 3786.39, 3775.18, 3764.82, 3755.99, 3749.25, 3745.04]"
Grand Thaw,所属チーム「Lyrical Signal」,1,77902,0108ff92119d48e0ca0e2eae1f3dffbf,,ERIS MX,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=233&event=65,,22566,998,3186,3178,3048.1984,48.0057,0.5,"[3172.29, 3164.26, 3155.14, 3145.54, 3136.09, 3127.41, 3120.04, 3114.43, 3110.92]"
lazward / obj:Sar,★12？汎用 up6561.zip同梱の00_Re_incarnacion_masterと比べてズレ抜け無しTOTAL:555 Gauge:0.246%/Note,13,227144,017903115130e5317148d594293c921e,http://absolute.pv.land.to/bmsuploader.html,Re*incarnacion [NEXT],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=121&event=96,http://absolute.pv.land.to/uploader/src/up6561.zip,2881,993,4514,4501,4176.2659,130.0885,0.5,"[4490.71, 4477.99, 4463.71, 4448.8, 4434.22, 4420.88, 4409.59, 4401.02, 4395.67]"
HOUJIROU / BGA: hardlove / obj: BANZAI,https://web.archive.org/web/20160327131058/http://freett.com/iidxbanzai/banzaisabun1.html,22,9117,0183b55c5829e698fdaff5ba2f2b97f0,http://page.freett.com/iidxbanzai/banzaisabun.html,myste`re　 -LAST BOSS-,http://houjirou.at-ninja.jp/,http://page.freett.com/iidxbanzai/banzaisabun.html,3163,936,5526,5488,4981.2863,187.9788,0.5,"[5478.34, 5462.82, 5446.76, 5430.93, 5416.09, 5402.91, 5392.0, 5383.85, 5378.81]"
TKR/obj_jakko BGA:seizan,obj_jakko差分一覧 http://joka193.blog.fc2.com/blog-entry-90.html,17,192288,0216b6514a1648c25f0cfc5eb8f83974,http://www.dropbox.com/s/l9qfdh5o6p0k79o/MoE_nicheOVER.lzh,Meaning of Existence [OVERHEAT],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=35&event=95,http://www.dropbox.com/s/l9qfdh5o6p0k79o/MoE_nicheOVER.lzh,2796,998,4870,4870,4570.1964,160.9815,0.5561441538941511,"[4869.91, 4867.4, 4859.98, 4847.37, 4830.58, 4811.36, 4791.9, 4774.58, 4761.84]"
LOKI / obj:JEYSON,,5,1674,022fe7f422e929f8efc37bb244bba00e,http://nekokan.dyndns.info/~lobsak/hokan/,モノリスの園 [ミラクル],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=15&event=54,http://nekokan.dyndns.info/~lobsak/hokan/,9272,999,3538,3516,3262.962,85.1343,0.5,"[3506.19, 3494.68, 3482.6, 3470.57, 3459.19, 3449.04, 3440.6, 3434.27, 3430.35]"
keyc,https://onedrive.live.com/?cid=FC95A680740CA8C9&id=FC95A680740CA8C9%21111,4,44755,0241e9d1a9133d060f4a1832fe19642f,,Wicked plot [N],http://www001.upp.so-net.ne.jp/keyc/,,9669,1000,3998,3994,3693.24,108.6689,0.5,"[3989.37, 3979.14, 3965.57, 3949.83, 3933.31, 3917.43, 3903.52, 3892.71, 3885.87]"
Dr.A (BGA:八嶋 OBJ:三一),http://www.dream-pro.info/~lavalse/LR2IR/search.cgi?mode=ranking&bmsid=203296の修正版,8,204619,028b622244e442ec44db82606d00c3ba,http://app.box.com/s/p7b7wtwssfd0lkpkkrvn,先手必勝戦闘機　鳳 -上昇-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=171&event=96,http://app.box.com/s/p7b7wtwssfd0lkpkkrvn,5113,1000,3182,3161,2946.505,72.8736,0.5,"[3151.79, 3141.16, 3130.04, 3118.99, 3108.58, 3099.29, 3091.58, 3085.8, 3082.22]"
NAGI obj;江澤,la_noche.exeを実行でファイル展開TOTAL 2000,???,7675,0297acfbb8be061caef1f327c0ea4316,,la noche (end of mix),http://web.archive.org/web/20050427114635/http://hyperextension.web.infoseek.co.jp/sabun2/dairi/la_noche.rar,http://nekokan.dyndns.info/~lobsak/hokan/hokan1.html,3285,979,5322,5160,4308.0174,277.1917,0.5911279791078566,"[5224.72, 5210.51, 5196.37, 5182.64, 5169.63, 5157.72, 5147.26, 5138.69, 5132.53]"
ねこみりん / 霜深,up0776.rar所属チーム「アロエ・ポッターと時の部屋の廃人校」GENOSIDE段位認定 発狂二段 1曲目,4,55441,032b0582871a07c604d8cba171f95797,http://absolute.pv.land.to/bmsuploader.html,Durandal -Magical Freezing- (Radio Edit) [PLANET],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=19&event=60,http://absolute.pv.land.to/uploader/src/up0776.rar,13132,999,3470,3444,3239.6376,74.9622,0.5,"[3435.66, 3425.4, 3414.89, 3404.62, 3395.05, 3386.59, 3379.62, 3374.41, 3371.2]"
SHIKI/fity / obj:A-zert,,17,541,04245f5649e814c54aa4e346abf1c28f,http://www.geocities.jp/azerty1s/,Xecus - X -,http://cid-ec29adccad727122.office.live.com/self.aspx/%E5%85%AC%E9%96%8B/SHIKI/%5BBMS%5D%5BBGA%20BATTLE%5D%5BSHIKI%20%5EM%20fity%5D%5BTrance%20core%5D%5BXecus%5D.7z,http://www.geocities.jp/azerty1s/,7000,1000,4690,4686,4456.063,98.7777,0.5,"[4681.89, 4672.75, 4660.77, 4646.98, 4632.56, 4618.75, 4606.67, 4597.3, 4591.37]"
Xacla / TOHRU MiTSUHASHi / obj:sok,本体URLに差分同梱,5,56447,042b7b3b607695a66fa8bdd8f0d618fc,,oceanbird [benefic7],http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105#cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21143,https://www.axfc.net/u/3879180,9259,1000,4786,4785,4617.196,74.5155,0.5869631877782318,"[4785.37, 4782.28, 4775.97, 4766.53, 4754.59, 4741.14, 4727.45, 4714.98, 4705.38]"
maklow,,6,1229,0468806684f8f0846affdd79500960c8,http://nekokan.dyndns.info/~lobsak/hokan/,Lostlove - maniac -,http://skydrive.live.com/?cid=6baa5643fcbcb4d3&id=6BAA5643FCBCB4D3%21128,http://nekokan.dyndns.info/~lobsak/hokan/,9101,1000,3436,3434,3219.34,93.6345,0.6275268781678444,"[3433.42, 3428.53, 3420.75, 3410.28, 3397.63, 3383.6, 3369.23, 3355.79, 3344.88]"
Loki-mitsu + Mentalstock あ,,16,95567,05eda314989c59f315fe8f2ff2d6c7e9,http://drowsy.hannnari.com/index.html,Quickening 2 the RED -Sephirothic-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=268&event=65,http://drowsy.hannnari.com/index.html,3727,988,5262,5215,4840.0638,131.06,0.5,"[5210.37, 5197.16, 5183.88, 5171.08, 5159.27, 5148.92, 5140.44, 5134.13, 5130.26]"
金ラメタキシード / obj:SUKIMA,スクラッチに配置されたBGMのタイミングがズレると伴奏が全てズレるため注意,5,46764,0617af63ed768fcf1b21a15030d48043,,子午線の祀り [マナの剣],http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21143,,10400,999,3630,3623,3491.001,55.3447,0.5622131128727832,"[3618.49, 3611.51, 3603.26, 3594.19, 3584.8, 3575.64, 3567.3, 3560.36, 3555.45]"
A.I.TOYS obj:ab_tkkz,,15,525,0629bc4e0f848082baa117a2e41bac5c,http://skydrive.live.com/?cid=ce1dd07774d515b4&id=CE1DD07774D515B4%21132&lc=1041#cid=CE1DD07774D515B4&id=CE1DD07774D515B4%21241,compressed eyes -くそみそテクニック-,http://sdrv.ms/RGziYJ,http://skydrive.live.com/?cid=ce1dd07774d515b4&id=CE1DD07774D515B4%21132&lc=1041#cid=CE1DD07774D515B4&id=CE1DD07774D515B4%21241,5535,993,3850,3817,3388.9094,121.2474,0.5,"[3806.76, 3792.28, 3777.23, 3762.36, 3748.38, 3735.95, 3725.65, 3717.95, 3713.18]"
天音/http://d.hatena.ne.jp/xki/,原曲：紅楼(東方紅魔郷),3,828,0647b0a1bd06d1a075254fa637bf5720,http://xki.is.land.to/bms/sabun.html,その斯くも美しき紅に (EX),http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,http://xki.is.land.to/bms/sabun.html,12589,1000,3298,3294,3168.354,48.8785,0.5409572567526151,"[3291.4, 3285.1, 3276.98, 3267.6, 3257.6, 3247.73, 3238.74, 3231.36, 3226.28]"
AKIRA YAMAOKA /obj:WyWy,350BPMマサルガリレイ,22,1820,064970e4288f662f8d7e03fc938b9a85,http://nekokan.dyndns.info/~lobsak/hokan/,175bpm,http://sdrv.ms/RGziYJ,http://nekokan.dyndns.info/~lobsak/hokan/,2765,851,3932,3833,3220.2914,185.3794,0.6118549836236724,"[3856.51, 3843.73, 3830.77, 3817.95, 3805.57, 3794.01, 3783.64, 3774.92, 3768.43]"
saikoro / 29,total値300,4,163,065b4491c016292247d76a9847b72b3e,http://nick.xxxxxxxx.jp/,cadence [29Another],http://web.archive.org/web/20020926094917/http://www.digitaljunk.net/cadence.rar,http://nick.xxxxxxxx.jp/,10771,1000,3952,3948,3765.976,62.2503,0.5,"[3944.33, 3936.07, 3925.38, 3913.14, 3900.41, 3888.24, 3877.63, 3869.41, 3864.21]"
HOUJIROU,,8,478,0676d42c5eb08932d96a941b0a0a341e,http://nekokan.dyndns.info/~lobsak/hokan/,舞姫 ～buki～　 [7key AFOTHER],http://houjirou.at-ninja.jp/,http://nekokan.dyndns.info/~lobsak/hokan/,9438,995,4010,4007,3846.6804,63.5274,0.5257218391583784,"[4004.87, 3998.18, 3988.95, 3977.89, 3965.91, 3954.02, 3943.21, 3934.45, 3928.58]"
L_Z,同梱されている13kaidou_kill7.killの拡張子を.bmeへ変更,22,1823,0678f28c087798f26ccb39f6ad5776ff,,紅染十三番街道,http://www3.pf-x.net/~boxism-8500/index.php,,2184,840,4014,3900,3458.0167,126.9425,0.5,"[3932.95, 3920.62, 3908.81, 3897.84, 3888.02, 3879.6, 3872.82, 3867.84, 3864.81]"
ねこみみ魔法使い / black train,,4,1624,069168f580c8fc4255cb0d2e54bbd6b2,http://absolute.pv.land.to/Anotherbms.html,あめふりこねこ (AFOTHER),http://nekomimi.name/,http://absolute.pv.land.to/Anotherbms.html,11825,1000,4150,4123,3859.565,96.3419,0.5,"[4113.73, 4102.1, 4090.08, 4078.26, 4067.18, 4057.35, 4049.22, 4043.15, 4039.39]"
BACO / obj:yuu,up1141,7,70617,06ddb2548a9d1eecfd11f3d2c1c03139,http://www.geocities.jp/obj_yuu/,DENGEKI Tube [12ボルト],http://www3.pf-x.net/~boxism-8500/,http://www.geocities.jp/obj_yuu/,13350,1000,2752,2711,2509.015,51.5302,0.5,"[2707.15, 2697.46, 2687.88, 2678.78, 2670.47, 2663.25, 2657.36, 2653.0, 2650.33]"
くっちー / obj.siokaze,"イベント会場：http://manbow.nothing.sh/event/event.cgi?action=More_def&num=189&event=83
元ネタ：https://www.youtube.com/watch?v=sH2K9CmRNJI",10,178573,06eba6331a168ae1ba596c58e5d235cf,http://siokazebms.web.fc2.com/,ちんこ音頭2012 [sabunnn],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=189&event=83,http://siokazebms.web.fc2.com/,5590,1000,4028,4019,3831.594,70.7048,0.5,"[4011.85, 4002.18, 3991.14, 3979.49, 3968.01, 3957.44, 3948.45, 3941.61, 3937.33]"
猫蟹丸 / obj:black train,,8,1733,06f86e2f6a13f415364c11727f3886fc,http://absolute.pv.land.to/,5.1.1(ReMix) [ManiaQ],http://knm.sakura.ne.jp/index.html,http://absolute.pv.land.to/,7993,1000,4194,4170,3862.468,117.7494,0.5,"[4159.55, 4146.97, 4133.73, 4120.53, 4108.04, 4096.89, 4087.61, 4080.65, 4076.34]"
void BGA : Identity 7,所属チーム「きっとリア充」up0756,5,54910,07398cdfa167bdd0ab4c70ad29756247,http://absolute.pv.land.to/bmsuploader.html,Ordeal,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=71&event=60,http://absolute.pv.land.to/uploader/src/up0756.zip,9863,1000,3374,3374,3243.223,60.3706,0.5554068051160657,"[3373.97, 3372.54, 3367.9, 3359.79, 3348.84, 3336.22, 3323.37, 3311.92, 3303.5]"
Cres obj:mattun,"正規の本体入手手段はGENOSIDEスターターパッケージのみ
本体＋差分保管：https://mega.nz/#F!FNFDCQaT!wfv-iI4UuSIaGpP0oFZdtQ?5d9xkBIZ

楽曲会場：http://manbow.nothing.sh/event/event.cgi?action=More_def&num=81&event=36",10,143343,076514c9ea2f3338667b6629e482bce0,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,End Time -Extra-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=81&event=36,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,10826,984,4000,3906,3572.8526,92.087,0.5,"[3927.66, 3916.7, 3906.2, 3896.46, 3887.73, 3880.26, 3874.23, 3869.82, 3867.12]"
Is-m & muramasa,,19,1800,07d4bc6e005f54ac44273be6d9ed4db9,http://nekokan.dyndns.info/~lobsak/hokan/,gravitronicⅢ,http://web.archive.org/web/20050218045338/http://www.is-m.jp/music/bms/about/gravitronic.html,http://nekokan.dyndns.info/~lobsak/hokan/,3870,824,4616,4466,3861.0364,200.9565,0.5,"[4522.09, 4508.31, 4495.14, 4482.94, 4472.04, 4462.71, 4455.19, 4449.68, 4446.32]"
彩音 / 小宮真央 / obj: black train,本体はURL先左上「物置小屋」より,3,445,08313708ffaa88ac9646ad9d74a0df4f,http://absolute.pv.land.to/,夜桜 -十六分咲き-,http://nekomimi.name/,http://absolute.pv.land.to/,14231,999,3534,3516,3330.3704,69.2134,0.5,"[3507.23, 3497.3, 3486.83, 3476.38, 3466.48, 3457.63, 3450.27, 3444.74, 3441.31]"
ねこみみ魔法使い,同梱譜面,1,61,084a1c763265e85e66a9b782cc6464e5,,恋わずらい -shiny party floor- maniac,http://nekomimi.name/,,18502,999,2514,2486,2338.5726,43.1192,0.5331584356470638,"[2479.95, 2471.87, 2463.67, 2455.66, 2448.13, 2441.36, 2435.63, 2431.17, 2428.25]"
ZUN / Arranged by SANY-ON / obj:発汗BMS,http://www.dream-pro.info/~lavalse/LR2IR/search.cgi?mode=ranking&bmsid=57303の修正差分,10,175297,085bce7c990a91ec821162666f72a110,http://hakkanbms.web.fc2.com/sabun.html,TIME LIMIT (bms edit) [7key 2052 fix],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=175&event=60,http://hakkanbms.web.fc2.com/sabun.html,4633,989,3648,3627,3285.0061,109.1212,0.549584179120054,"[3616.89, 3604.82, 3591.71, 3578.14, 3564.75, 3552.22, 3541.18, 3532.3, 3526.22]"
q/stol ft. rebecca / obj:BAECON,差分 右クリックで保存BAECON差分難易度表 http://akred.web.fc2.com/baecon.html,21,189399,086ded9e6392b06dee9cb33c7fd45b92,http://akred.web.fc2.com/baecon/chikuseki_frustration_obstraction.bme,蓄積×フラストレーション [縦連×オブストラクション],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=23&event=93,http://akred.web.fc2.com/baecon/chikuseki_frustration_obstraction.bme,2020,924,5224,5190,4496.961,245.8117,0.5,"[5177.43, 5159.59, 5140.7, 5121.76, 5103.79, 5087.68, 5074.26, 5064.18, 5057.93]"
光吉猛修の兄 obj:Fender vs 秘密,"BOF,G2R up0943.rarhttp://hiiiii.web.fc2.com/sabun/http://fenderbms.web.fc2.com/",18,220599,0881e7b2985d4e4ed347a6be5a05cc94,http://www.dropbox.com/s/d307yy27800of6h/_amphisbaena_FHFH.bms?dl=1,Amphisbaena [Fallen Heavens],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=144&event=104,http://www.dropbox.com/s/d307yy27800of6h/_amphisbaena_FHFH.bms?dl=1,2947,990,4690,4598,4210.3333,135.2904,0.5,"[4617.47, 4605.45, 4593.85, 4583.03, 4573.29, 4564.93, 4558.16, 4553.19, 4550.15]"
SHIKI/http://d.hatena.ne.jp/xki/,,3,11980,08b15e3a937902bda2777200dea1020f,http://xki.is.land.to/bms/sabun.html,A BEAUTIFUL WINGS -Extra7-,http://shiki2.sakura.ne.jp/,http://xki.is.land.to/bms/sabun.html,13137,1000,3432,3430,3339.475,37.4065,0.6736944735982315,"[3430.17, 3427.25, 3422.72, 3416.65, 3409.24, 3400.85, 3391.98, 3383.32, 3375.82]"
TOMA v.s. DJ Saw-Low / respect for 29,汎用up5095.lzh,9,204237,08d5817a8d2c80c30528584655acd19e,http://iroirokiba.web.fc2.com/bms.html,niKu [0209Another],http://www9.plala.or.jp/est/,http://iroirokiba.web.fc2.com/bms.html,3937,996,4180,4149,3802.1054,121.0639,0.5,"[4139.32, 4126.14, 4112.5, 4099.07, 4086.48, 4075.31, 4066.06, 4059.15, 4054.88]"
SAMBA MASTER 佐藤 -SATOH-,GENOSIDE段位認定 発狂皆伝 3曲目,23,127594,093a8d66b89944db9e42aa2321b4f637,http://www.geocities.jp/osara3109/,サンバランド -LAST BOSS-,http://colosseo.nekokan.dyndns.info/c02_shuffle/detail.php?n=61,http://www.geocities.jp/osara3109/,3628,760,7200,7137,6294.8632,365.5662,0.7637317355710125,"[7140.83, 7128.17, 7114.49, 7099.96, 7084.8, 7069.3, 7053.85, 7038.99, 7025.61]"
Getty vs. DJ DiA BGA:わっふゑ vs. でこちんハンマー,一箇所だけある停止に注意,22,239047,09bb3f38c7bb3c598ba630564c8489b8,http://gnqg.rosx.net/upload/,Grayed Out -Antifront- [stLOng],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=561&event=110,http://gnqg.rosx.net/upload/,1726,809,5400,5244,4486.7021,242.2945,0.5,"[5302.79, 5287.34, 5272.48, 5258.65, 5246.24, 5235.58, 5226.99, 5220.67, 5216.82]"
sasakure.UK,"差分詰め合わせ
mcml(sara).bms",???,848,09df38ac28a47ed50d09518a158109ab,,Merry Christmas Mr.DO,http://dee.manbow.org/event/explus/ex_revival/music.html,http://nekokan.dyndns.info/~lobsak/hokan/hokan1.html,2666,931,3646,3449,2734.2857,206.6741,0.5,"[3539.25, 3525.14, 3511.76, 3499.44, 3488.47, 3479.12, 3471.61, 3466.12, 3462.77]"
LOKI / obj:JEYSON,up0208,20,1527,09e33fbf26546d9ab4219ae828b03d67,http://absolute.pv.land.to/bmsuploader.html,モノリスの園 [FRIDAY],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=15&event=54,http://absolute.pv.land.to/uploader/src/up0208.rar,3149,959,4798,4745,4231.7904,172.8702,0.5,"[4741.18, 4725.98, 4710.63, 4695.77, 4682.03, 4669.96, 4660.05, 4652.68, 4648.14]"
xi / obj:ねぷ子,up1360.rar,10,79990,0a42f6e6ac736e6f500c6342810fd637,http://absolute.pv.land.to/uploader/upload.html,Halcyon [PLANETUNE],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=237&event=65,http://absolute.pv.land.to/uploader/src/up1360.rar,9775,1000,5140,5106,4769.148,114.5572,0.5,"[5097.27, 5084.35, 5071.1, 5058.14, 5046.05, 5035.36, 5026.54, 5019.96, 5015.9]"
MILK / air,,17,72589,0a4a1c8f3573336b246e0fa0827ded8c,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,kyrka [MANIAC],http://diverse.jp/dbhtml/download.html,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,5494,989,2654,2651,2446.4813,73.1571,0.5,"[2648.25, 2640.24, 2629.18, 2616.06, 2602.08, 2588.51, 2576.54, 2567.2, 2561.28]"
ETIA. feat.Jenga/ 差分 赤い人 deadblue238 / 篠乃ちよ,差分 右クリックで保存赤い人難易度表 http://akred.web.fc2.com/ak-red.html,21,144019,0a5f66290ea8306923a9d49ebb113dc9,http://akred.web.fc2.com/bmsfile/say_a_vengeance-INFERNO.bme,Say A Vengeance [INFERNO],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=7&event=83,http://akred.web.fc2.com/bmsfile/say_a_vengeance-INFERNO.bme,3713,987,5694,5662,5277.8217,153.7545,0.5,"[5652.06, 5638.26, 5623.95, 5609.84, 5596.59, 5584.82, 5575.08, 5567.79, 5563.29]"
litmus* obj:SUZUKAZEΛ,"BOF,G2R系全般 up1149http://absolute.pv.land.to/bof/src/up1149.zipScore Viewer ★5～6http://www.ribbit.xyz/bms/score/view?md5=0a936586307bd61cfed822c007659f3fTOTAL:400 Gauge:0.182%/Note",5,227733,0a936586307bd61cfed822c007659f3f,http://suzukazekuhare.web.fc2.com/,All is fair in Rage [ZOI],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=23&event=104,http://suzukazekuhare.web.fc2.com/,4167,1000,4384,4372,4122.454,98.9686,0.5,"[4362.9, 4351.62, 4339.01, 4325.88, 4313.06, 4301.35, 4291.45, 4283.93, 4279.25]"
Yamajet(^^) vs Sphere(･∀･∀･),,13,1833,0aab9cad6f7c0a2eb94d48c0c42f54be,http://www.geocities.jp/bmmyu/bms/sabun.html,Healing smile [HappyHardcore Style edit] (EX7),http://www.yamajet.com/music/list.html,http://www.geocities.jp/bmmyu/bms/sabun.html,7267,987,3110,3084,2793.6616,71.9421,0.5,"[3074.11, 3061.89, 3049.17, 3036.58, 3024.73, 3014.19, 3005.44, 2998.9, 2994.85]"
Is-m BGA:coda,endless music ONE MORE EXTRA曲endless music -official site-http://endlessmusic.sakura.ne.jp/GENOSIDE段位認定 発狂四段 3曲目,9,143,0ab22f8cc36b18e6cce19f5f0906d71e,,MooN -SP ANOTHER-,http://cid-b95cff3a8a971013.office.live.com/self.aspx/.Documents/%e2%98%859/MooN-SP%20ANOTHER-.zip,,10538,992,3556,3478,3167.1079,97.7456,0.5,"[3490.33, 3479.34, 3468.73, 3458.83, 3449.91, 3442.24, 3436.05, 3431.49, 3428.71]"
kurena,"同梱譜面、URLは保管Drive
作者HP：https://web.archive.org/web/20071223055323/http://kure-na.hp.infoseek.co.jp/bms.html
（公開当時のアーカイブ無し）",10,1771,0ab6999effc611d47054060217acdab8,,Ruins Ray (Assaultics),http://sdrv.ms/RGziYJ,,8471,999,3856,3828,3532.0501,102.9642,0.5,"[3818.4, 3806.11, 3793.39, 3780.85, 3769.08, 3758.63, 3749.98, 3743.52, 3739.52]"
Project Necro Fantasia,同梱譜面,1,302,0ac2ec9da6bad09ef6e3c8c349a7c1d8,,ブクレシュティの人形師 -GIL-,http://integral.client.jp/bms/,,20408,1000,2400,2388,2255.118,34.2489,0.5,"[2380.93, 2372.56, 2363.52, 2354.32, 2345.49, 2337.52, 2330.84, 2325.8, 2322.67]"
NIKITA obj by DK,BOF系全般 up 478.zipAnotherの重複した音を削除しました。差分mirror : https://skydrive.live.com/?cid=e1eb0c34e764fdb3#cid=E1EB0C34E764FDB3&id=E1EB0C34E764FDB3%21105,4,175598,0ae6aad252b54324e739a245c9efaacc,http://absolute.pv.land.to/bmsuploader.html,DESPERATE -fatal-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=34&event=88,http://absolute.pv.land.to/bof/src/up0478.zip,7208,1000,4002,3985,3801.12,73.7238,0.5,"[3976.28, 3966.39, 3955.91, 3945.41, 3935.43, 3926.5, 3919.05, 3913.45, 3909.98]"
Cosmos remix by polysha obj:Fender,http://absolute.pv.land.to/uploader/upload.html汎用up4050.rar,5,179421,0b0d6d21968d624327b46f9546713b24,http://fenderbms.web.fc2.com/,fragments J-CoreRemix [E],http://cerebralmuddystream.nekokan.dyndns.info/betoo/?mode=datail&no=125,http://fenderbms.web.fc2.com/,8048,1000,3360,3358,3243.124,50.6745,0.5,"[3357.17, 3351.91, 3344.08, 3334.4, 3323.82, 3313.37, 3304.06, 3296.74, 3292.07]"
maklow,差分詰め合わせ,3,442,0b773c3f90cbec8230f533705215e83a,http://nekokan.dyndns.info/~lobsak/hokan/,Lostlove -BMS ver. another-,http://skydrive.live.com/?cid=6baa5643fcbcb4d3&id=6BAA5643FCBCB4D3%21128,http://nekokan.dyndns.info/~lobsak/hokan/,11876,1000,3244,3240,3065.386,75.8161,0.5,"[3236.41, 3228.3, 3217.82, 3205.85, 3193.41, 3181.52, 3171.15, 3163.12, 3158.05]"
HOUJIROU / obj :0e5r,汎用up0262のズレ抜け修正をしたものです。元譜面→http://www.dream-pro.info/~lavalse/LR2IR/search.cgi?mode=ranking&bmsid=21844,15,215641,0ba3d77455f46db4ab414e3d37fe82ef,http://absolute.pv.land.to/uploader/src/up5687.zip,Fastraffic [7key EXTREME],http://houjirou.at-ninja.jp/,http://absolute.pv.land.to/uploader/src/up0262.zip,2955,962,4688,4637,4107.3929,165.1589,0.5,"[4632.09, 4616.61, 4600.91, 4585.66, 4571.53, 4559.09, 4548.86, 4541.25, 4536.55]"
